,Unnamed: 0.1,Unnamed: 0,appid,name,release_date,developers,publishers,categories,genres,estimated_owners,average_playtime_forever,average_playtime_2weeks,median_playtime_forever,median_playtime_2weeks,peak_ccu,tags,pct_pos_total,num_reviews_total,'360 Video'],'Accounting','Accounting'],'Action','Action'],'Adventure','Adventure'],'Animation & Modeling','Animation & Modeling'],'Audio Production','Audio Production'],'Casual','Casual'],'Design & Illustration','Design & Illustration'],'Documentary','Early Access','Early Access'],'Education','Education'],'Episodic','Free To Play','Free To Play'],'Game Development','Game Development'],'Gore','Gore'],'Indie','Indie'],'Massively Multiplayer','Massively Multiplayer'],'Movie','Movie'],'Nudity','Photo Editing','Photo Editing'],'RPG','RPG'],'Racing','Racing'],'Short','Simulation','Simulation'],'Software Training','Software Training'],'Sports','Sports'],'Strategy','Strategy'],'Tutorial','Utilities','Utilities'],'Video Production','Video Production'],'Violent','Web Publishing','Web Publishing'],['Accounting',['Accounting'],['Action',['Action'],['Adventure',['Adventure'],['Animation & Modeling',['Animation & Modeling'],['Audio Production',['Audio Production'],['Casual',['Casual'],['Design & Illustration',['Design & Illustration'],['Early Access',['Early Access'],['Education',['Education'],['Free To Play',['Free To Play'],['Game Development',['Game Development'],['Gore',['Indie',['Indie'],['Massively Multiplayer',['Massively Multiplayer'],['Nudity',['Photo Editing',['Photo Editing'],['RPG',['RPG'],['Racing',['Racing'],['Sexual Content',['Simulation',['Simulation'],['Software Training',['Software Training'],['Sports',['Sports'],['Strategy',['Strategy'],['Utilities',['Utilities'],['Video Production',['Video Production'],['Violent',['Violent'],['Web Publishing'],[],360 Video,Accounting,Action,Adventure,Animation & Modeling,Audio Production,Casual,Design & Illustration,Documentary,Early Access,Education,Episodic,Free To Play,Game Development,Gore,Indie,Massively Multiplayer,Movie,Nudity,Photo Editing,RPG,Racing,Sexual Content,Short,Simulation,Software Training,Sports,Strategy,Tutorial,Utilities,Video Production,Violent,Web Publishing,title_clean,playtime_hours,fuzzy_match,title_clean_fuzzy,playtime_hours_fuzzy,time_to_beat,bayesian_score,completion_rate_avg,completion_rate_median,playtime_deviation,engagement_ratio,is_frequently_completed
1700,1700,4380,231740,Knights of Pen and Paper +1 Edition,2013-06-18,['Behold Studios'],['Paradox Interactive'],"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Family Sharing']","['Indie', 'RPG']",200000 - 500000,1304,0,463,0,9,"{'RPG': 262, 'Turn-Based': 175, 'Indie': 156, 'Pixel Graphics': 121, 'Fantasy': 112, 'Singleplayer': 104, 'Casual': 81, 'Retro': 69, 'Comedy': 67, 'Funny': 58, 'Adventure': 55, 'Parody ': 55, '2D': 41, 'Touch-Friendly': 34, 'Great Soundtrack': 16, 'Strategy': 6}",83,1822,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,knights of pen and paper +1 edition,12.61,,,,12.61,82.9286623433878,1.0,0.6119481892677769,841,1.7234998678297648,0
1701,1701,4383,333250,Forward to the Sky,2015-01-29,['Animu Game'],['Animu Game'],"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Partial Controller Support', 'Family Sharing']","['Action', 'Adventure', 'Casual', 'Indie', 'RPG']",200000 - 500000,182,0,182,0,0,"{'Action': 89, 'Anime': 84, 'Adventure': 79, 'Cute': 77, 'Female Protagonist': 68, 'RPG': 64, 'Indie': 61, 'Casual': 57, 'Puzzle': 38, '3D Platformer': 36, 'Singleplayer': 14, 'Funny': 11, 'Hack and Slash': 8}",84,1819,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,forward to the sky,1.35,,,,1.35,83.90179556277259,1.0,1.0,0,2.2469135802469133,1
1703,1703,4387,1385730,Mosaique Neko Waifus 3,2020-08-27,['Lil Hentai Games'],['Lil Hentai Games'],"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Steam Cloud', 'Family Sharing']","['Casual', 'RPG']",100000 - 200000,66,0,66,0,1,"{'Hentai': 274, 'Puzzle': 247, 'RPG': 237, 'Cute': 229, 'Visual Novel': 221, 'Interactive Fiction': 203, 'Collectathon': 193, 'Dating Sim': 189, 'Anime': 184, 'Romance': 178, '2D': 175, 'Colorful': 149, 'Hand-drawn': 143, 'Casual': 139, 'LGBTQ+': 112, 'Choices Matter': 96, 'Inventory Management': 78, 'Nudity': 67, 'Sexual Content': 56, 'CRPG': 49}",94,1817,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,mosaique neko waifus 3,0.69,,,,0.69,93.63388104275413,1.0,1.0,0,1.5942028985507248,1
1705,1705,4390,1883260,Little Noah: Scion of Paradise,2022-06-28,"['Cygames, Inc.', 'Grounding Inc.']","['Cygames, Inc.']","['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Family Sharing']","['Action', 'Casual', 'RPG']",100000 - 200000,223,0,419,0,8,"{'Action Roguelike': 268, 'Exploration': 255, 'Metroidvania': 249, 'Dungeon Crawler': 247, 'Rogue-lite': 245, 'Souls-like': 244, 'Collectathon': 239, 'JRPG': 236, 'PvE': 234, 'Action RPG': 230, 'Action-Adventure': 227, 'Female Protagonist': 226, 'Rogue-like': 224, 'RPG': 215, '2D': 213, '3D': 209, 'Cute': 205, 'Steampunk': 184, 'Controller': 163, 'Story Rich': 149}",92,1815,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,little noah: scion of paradise,6.79,,,,6.79,91.6871077248375,0.5473735886107021,1.0,-196,0.5473735886107021,1
1706,1706,4393,725340,Lines X Free,2017-10-31,['Konstructors'],['Hook Games'],"['Single-player', 'Steam Achievements', 'Steam Cloud']","['Casual', 'Free To Play', 'Indie', 'Strategy']",100000 - 200000,133,0,133,0,5,"{'Puzzle': 62, 'Casual': 53, 'Free to Play': 51, 'Indie': 47, 'Strategy': 40, 'Minimalist': 34, 'Relaxing': 33, 'Singleplayer': 32, 'Atmospheric': 23, 'Stylized': 20, 'Abstract': 19}",93,1812,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,lines x free,0.98,,,,0.98,92.65975075554347,1.0,1.0,0,2.261904761904762,1
1707,1707,4394,543260,Wonder Boy: The Dragon's Trap,2017-06-08,['Lizardcube'],['Dotemu'],"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Partial Controller Support', 'Steam Cloud', 'Remote Play on TV', 'Family Sharing']","['Action', 'Adventure', 'Indie']",100000 - 200000,192,0,282,0,2,"{'Platformer': 88, 'Adventure': 81, 'Action': 78, 'Remake': 74, 'Indie': 67, 'Cult Classic': 57, 'Metroidvania': 56, '2D': 55, 'Great Soundtrack': 49, 'Hand-drawn': 49, 'Retro': 46, 'Singleplayer': 43, 'Side Scroller': 42, 'Fantasy': 39, 'Action-Adventure': 33, 'Cute': 33, 'Difficult': 28, 'Exploration': 20, 'Colorful': 16, 'Family Friendly': 16}",86,1812,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,wonder boy: the dragon's trap,5.1,,,,5.1,85.84772068035551,0.627450980392157,0.9215686274509804,-90,0.627450980392157,1
1709,1709,4397,63710,BIT.TRIP RUNNER,2011-02-28,"['Gaijin Games', 'Choice Provisions']","['Gaijin Games', 'Choice Provisions']","['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Steam Leaderboards', 'Family Sharing']","['Action', 'Indie']",200000 - 500000,143,0,92,0,2,"{'Rhythm': 300, 'Platformer': 294, 'Runner': 290, 'Music': 286, 'Action': 283, 'Singleplayer': 277, '2D': 275, 'Pixel Graphics': 271, 'Arcade': 269, 'Minimalist': 265, 'Side Scroller': 263, 'Controller': 259, 'Colorful': 254, 'Atmospheric': 252, 'Linear': 249, 'Indie': 246, 'Difficult': 155, 'Retro': 124, 'Great Soundtrack': 116, 'Addictive': 57}",87,1810,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,bit.trip runner,8.39,,,,8.39,86.82067521872148,0.28406833531982517,0.18275725069527216,51,0.28406833531982517,0
1710,1710,4398,532840,CAYNE,2017-01-24,['THE BROTHERHOOD'],['THE BROTHERHOOD'],"['Single-player', 'Steam Achievements']","['Adventure', 'Indie', 'Free To Play']",200000 - 500000,93,0,158,0,3,"{'Free to Play': 195, 'Adventure': 189, 'Horror': 184, 'Point & Click': 184, 'Indie': 179, 'Isometric': 176, 'Sci-fi': 170, 'Singleplayer': 167, 'Female Protagonist': 166, 'Gore': 160, 'Violent': 157, 'Atmospheric': 156, 'Post-apocalyptic': 149, '2.5D': 145, '2D': 143, 'Story Rich': 139, 'Retro': 137, '1980s': 131, ""1990's"": 123, 'Alternate History': 107}",80,1810,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,cayne,2.5,,,,2.5,80.00884726173223,0.62,1.0,-65,0.62,1
1714,1714,4405,296830,Lucius II,2015-02-13,['Shiver Games'],['Shiver Games'],"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Family Sharing']","['Action', 'Adventure', 'Indie', 'Simulation']",200000 - 500000,211,0,196,0,2,"{'Horror': 105, 'Gore': 99, 'Villain Protagonist': 78, 'Psychological Horror': 77, 'Indie': 73, 'Adventure': 69, 'Dark': 60, 'Nudity': 56, 'Third Person': 53, 'Action': 51, 'Puzzle': 49, 'Demons': 48, 'Singleplayer': 44, 'Simulation': 40, 'Stealth': 38, 'Open World': 31, 'Atmospheric': 22, 'Funny': 21, 'Blood': 20, 'Mature': 15}",61,1802,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,lucius ii,6.41,,,,6.41,61.5218444421285,0.5486219448777951,0.5096203848153926,15,0.5486219448777951,0
1719,1719,4415,1554790,Coloring Game 4,2021-07-30,['L. Stotch'],['L. Stotch'],"['Single-player', 'Steam Achievements', 'Steam Cloud']","['Casual', 'Indie', 'Free To Play']",100000 - 200000,551,0,95,0,28,"{'Free to Play': 40, 'Casual': 39, 'Indie': 38, 'Design & Illustration': 26, 'Pixel Graphics': 24, 'Colorful': 23, 'Relaxing': 18, 'Singleplayer': 17, 'Great Soundtrack': 13, 'Point & Click': 12, 'Short': 11, 'Cozy': 11, 'Puzzle': 10}",93,1796,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,coloring game 4,6.27,,,,6.27,92.65680168300216,1.0,0.25252525252525254,456,1.4646464646464648,0
1721,1721,4418,1349060,It Steals,2020-07-22,['Zeekerss'],['Zeekerss'],"['Single-player', 'Steam Achievements', 'Remote Play Together', 'Family Sharing']","['Action', 'Indie']",200000 - 500000,180,0,294,0,4,"{'Survival Horror': 215, 'Horror': 195, 'FPS': 189, 'Perma Death': 186, 'First-Person': 185, 'Arcade': 178, '3D': 163, 'Psychological Horror': 158, 'Pixel Graphics': 149, 'Action': 146, 'Stealth': 119, 'Demons': 95, 'Survival': 89, 'Atmospheric': 77, 'Psychological': 52, 'Indie': 49, 'Singleplayer': 48, 'Retro': 44}",98,1794,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,it steals,2.74,,,,2.74,97.52085461324401,1.0,1.0,-114,1.094890510948905,1
1722,1722,4422,302080,Bus Driver,2014-06-03,['SCS Software'],['SCS Software'],"['Single-player', 'Partial Controller Support', 'Remote Play Together', 'Family Sharing']","['Indie', 'Simulation']",200000 - 500000,80,0,33,0,12,"{'Simulation': 117, 'Automobile Sim': 110, 'Driving': 53, 'Indie': 51, 'Singleplayer': 34, 'Open World': 21, 'Casual': 10, 'Realistic': 7, 'Transportation': 5}",83,1791,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,bus driver,7.16,,,,7.16,82.927461111799,0.186219739292365,0.07681564245810056,47,0.186219739292365,0
1723,1723,4423,1581770,SpellForce: Conquest of Eo,2023-02-03,['Owned by Gravity'],['THQ Nordic'],"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Family Sharing']","['RPG', 'Strategy']",100000 - 200000,4113,906,4113,906,141,"{'Strategy': 621, 'RPG': 597, 'Turn-Based Strategy': 587, 'Tactical RPG': 556, 'Grand Strategy': 552, 'Strategy RPG': 547, '3D': 506, 'Fantasy': 497, 'Top-Down': 495, 'Crafting': 486, 'Singleplayer': 474, 'Dark Fantasy': 474, 'Dwarf': 474, 'Lore-Rich': 470, 'Horses': 463, 'Magic': 461, 'Old School': 458, 'Medieval': 456, 'Turn-Based Tactics': 456, 'Military': 450}",81,1790,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,spellforce: conquest of eo,54.57,,,,54.57,80.98176951457715,1.0,1.0,0,1.2561847168774052,1
1725,1725,4425,668210,Super Fancy Pants Adventure,2017-09-20,['Borne Games'],['2 Left Thumbs'],"['Single-player', 'Steam Achievements', 'Partial Controller Support', 'Family Sharing']","['Action', 'Adventure', 'Casual', 'Indie']",100000 - 200000,75,0,75,0,6,"{'Action': 51, 'Adventure': 50, 'Indie': 50, 'Casual': 44, 'Platformer': 43, 'Parkour': 41, '2D': 37, 'Multiplayer': 28, 'Singleplayer': 26, 'Great Soundtrack': 25, 'Fast-Paced': 21, 'Stylized': 20, 'Side Scroller': 14, 'Hand-drawn': 14, 'Classic': 9, '2D Platformer': 5}",92,1789,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,super fancy pants adventure,2.0,,,,2.0,91.68268401676018,0.625,0.625,0,0.625,0
1726,1726,4427,346560,Hero of the Kingdom II,2015-02-20,['Lonely Troops'],['Lonely Troops'],"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Steam Cloud', 'Remote Play on Phone', 'Remote Play on Tablet', 'Family Sharing']","['Adventure', 'Casual', 'Indie', 'RPG']",100000 - 200000,351,0,262,0,3,"{'Adventure': 107, 'Casual': 70, 'Point & Click': 66, 'RPG': 63, 'Indie': 62, 'Isometric': 39, 'Singleplayer': 39, 'Hidden Object': 35, 'Resource Management': 35, 'Pirates': 35, 'Fantasy': 23, 'Medieval': 20, 'Short': 19, 'Story Rich': 14, 'Strategy': 14, 'Colorful': 10, 'Clicker': 8}",94,1788,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,hero of the kingdom ii,4.94,,,,4.94,93.62810441067572,1.0,0.8839406207827258,89,1.1842105263157894,1
1728,1728,4434,313780,Conarium,2017-06-06,['Stormling Studios'],['Iceberg Interactive'],"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Remote Play on TV', 'Family Sharing']","['Adventure', 'Indie']",100000 - 200000,204,0,283,0,2,"{'Adventure': 76, 'Lovecraftian': 75, 'Horror': 55, 'Indie': 52, 'Walking Simulator': 46, 'First-Person': 42, 'Psychological Horror': 40, 'Atmospheric': 31, 'Story Rich': 24, 'Puzzle': 22, 'Great Soundtrack': 15, 'Sci-fi': 12, 'Singleplayer': 11}",76,1785,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,conarium,3.96,,,,3.96,76.1179596222463,0.8585858585858586,1.0,-79,0.8585858585858586,1
1730,1730,4437,604330,The Crown of Leaves,2018-11-26,['Lingrimm'],['The Broken Horn'],"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Steam Cloud', 'Family Sharing']","['Adventure', 'Casual', 'Indie']",100000 - 200000,242,0,242,0,4,"{'Visual Novel': 179, 'Adventure': 172, 'Indie': 164, 'Story Rich': 163, 'Point & Click': 159, 'Atmospheric': 155, 'Fantasy': 155, 'Choices Matter': 147, 'Singleplayer': 135, '2D': 132, 'Mystery': 129, 'Hand-drawn': 128, 'Puzzle': 118, 'Dark': 116, 'Emotional': 108, 'Colorful': 107, 'Nonlinear': 107, 'LGBTQ+': 106, 'Casual': 104, 'Funny': 100}",96,1782,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,the crown of leaves,2.0,,,,2.0,95.57230125918228,1.0,1.0,0,2.0166666666666666,1
1732,1732,4441,283160,House of the Dying Sun,2016-11-01,"['Marauder Interactive, LLC']","['Marauder Interactive, LLC']","['Single-player', 'Steam Achievements', 'Full controller support', 'VR Supported', 'VR Support', 'Steam Leaderboards', 'Family Sharing']","['Action', 'Indie', 'Simulation']",100000 - 200000,157,0,223,0,1,"{'Action': 58, 'Simulation': 52, 'Indie': 48, 'Space': 47, 'Space Sim': 45, 'VR': 45, 'Sci-fi': 23, 'Singleplayer': 20, 'Flight': 19, 'Shooter': 18, 'First-Person': 15, 'Strategy': 11, 'Great Soundtrack': 10, 'Short': 9, 'Tactical': 8}",89,1779,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,house of the dying sun,2.5,,,,2.5,88.7629611300284,1.0,1.0,-66,1.0466666666666666,1
1733,1733,4445,1367300,Blade Assault,2022-01-17,['TeamSuneat'],['NEOWIZ'],"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Partial Controller Support', 'Steam Cloud', 'Family Sharing']","['Action', 'Indie']",200000 - 500000,1695,0,2463,0,5,"{'Action': 93, 'Rogue-like': 59, 'Pixel Graphics': 56, 'Platformer': 54, '2D Platformer': 51, 'Action-Adventure': 51, 'Cyberpunk': 46, 'Rogue-lite': 41, 'Side Scroller': 38, '2D': 38, 'Hack and Slash': 34, 'Action Roguelike': 32, 'Indie': 30, 'Sci-fi': 27, 'Singleplayer': 20, 'Multiple Endings': 16, 'Anime': 6}",76,1776,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,blade assault,13.82,,,,13.82,76.11854102235596,1.0,1.0,-768,2.0441389290882777,1
